ieee;nwk;model;device_name;entity_id;entity_name;domain;custom_name
b4:e3:f9:ff:fe:8f:c0:db;0x5E06;PRAKTLYSING cellular blind;Dining room blinder garden PRAKTLYSING;sensor.ikea_of_sweden_praktlysing_cellular_blind_window_covering_type;IKEA of Sweden PRAKTLYSING cellular blind;sensor;
b4:e3:f9:ff:fe:8f:c0:db;0x5E06;PRAKTLYSING cellular blind;Dining room blinder garden PRAKTLYSING;switch.ikea_of_sweden_praktlysing_cellular_blind_inverted;IKEA of Sweden PRAKTLYSING cellular blind;switch;
b4:e3:f9:ff:fe:8f:c0:db;0x5E06;PRAKTLYSING cellular blind;Dining room blinder garden PRAKTLYSING;update.ikea_of_sweden_praktlysing_cellular_blind_firmware;IKEA of Sweden PRAKTLYSING cellular blind;update;
14:2d:41:ff:fe:48:57:65;0x5E1A;TRADFRI Driver 10W;Kitchen sink driver TRADFRI;button.ikea_sink_light_new_hidden_controller_identify_2;IKEA of Sweden TRADFRI Driver 10W;button;
14:2d:41:ff:fe:48:57:65;0x5E1A;TRADFRI Driver 10W;Kitchen sink driver TRADFRI;light.ikea_sink_light_new_hidden_controller_light_2;IKEA of Sweden TRADFRI Driver 10W;light;
14:2d:41:ff:fe:48:57:65;0x5E1A;TRADFRI Driver 10W;Kitchen sink driver TRADFRI;number.ikea_sink_light_new_hidden_controller_on_off_transition_time_2;IKEA of Sweden TRADFRI Driver 10W;number;
14:2d:41:ff:fe:48:57:65;0x5E1A;TRADFRI Driver 10W;Kitchen sink driver TRADFRI;number.ikea_sink_light_new_hidden_controller_on_level_2;IKEA of Sweden TRADFRI Driver 10W;number;
14:2d:41:ff:fe:48:57:65;0x5E1A;TRADFRI Driver 10W;Kitchen sink driver TRADFRI;number.ikea_sink_light_new_hidden_controller_start_up_current_level_2;IKEA of Sweden TRADFRI Driver 10W;number;
14:2d:41:ff:fe:48:57:65;0x5E1A;TRADFRI Driver 10W;Kitchen sink driver TRADFRI;select.ikea_sink_light_new_hidden_controller_start_up_behavior_2;IKEA of Sweden TRADFRI Driver 10W;select;
14:2d:41:ff:fe:48:57:65;0x5E1A;TRADFRI Driver 10W;Kitchen sink driver TRADFRI;update.sink_light_new_hidden_controller_ikea_firmware;IKEA of Sweden TRADFRI Driver 10W;update;
b4:e3:f9:ff:fe:93:69:1f;0xA79A;PRAKTLYSING cellular blind;Dining room blinder road PRAKTLYSING;button.ikea_praktlysing_blinder_road_identify_2;IKEA of Sweden PRAKTLYSING cellular blind;button;
b4:e3:f9:ff:fe:93:69:1f;0xA79A;PRAKTLYSING cellular blind;Dining room blinder road PRAKTLYSING;cover.ikea_praktlysing_blinder_road_cover_2;IKEA of Sweden PRAKTLYSING cellular blind;cover;
b4:e3:f9:ff:fe:93:69:1f;0xA79A;PRAKTLYSING cellular blind;Dining room blinder road PRAKTLYSING;sensor.ikea_praktlysing_blinder_road_battery_2;IKEA of Sweden PRAKTLYSING cellular blind;sensor;
b4:e3:f9:ff:fe:93:69:1f;0xA79A;PRAKTLYSING cellular blind;Dining room blinder road PRAKTLYSING;sensor.praktlysing_blinder_road_ikea_window_covering_type;IKEA of Sweden PRAKTLYSING cellular blind;sensor;
b4:e3:f9:ff:fe:93:69:1f;0xA79A;PRAKTLYSING cellular blind;Dining room blinder road PRAKTLYSING;switch.praktlysing_blinder_road_ikea_inverted;IKEA of Sweden PRAKTLYSING cellular blind;switch;
b4:e3:f9:ff:fe:93:69:1f;0xA79A;PRAKTLYSING cellular blind;Dining room blinder road PRAKTLYSING;update.praktlysing_blinder_road_ikea_firmware;IKEA of Sweden PRAKTLYSING cellular blind;update;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;button.ikea_tradfri_e14_kitchen_light_2_identify;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;button;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;light.ikea_tradfri_e14_kitchen_light_2_light;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;light;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;number.ikea_tradfri_e14_kitchen_light_2_on_off_transition_time;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;number;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;number.ikea_tradfri_e14_kitchen_light_2_on_level;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;number;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;number.ikea_tradfri_e14_kitchen_light_2_start_up_current_level;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;number;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;number.ikea_tradfri_e14_kitchen_light_2_start_up_color_temperature;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;number;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;select.ikea_tradfri_e14_kitchen_light_2_start_up_behavior;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;select;
5c:c7:c1:ff:fe:62:87:c0;0xE3EB;TRADFRI bulb E14 WS globe 470lm;Kitchen light 2 TRADFRI;update.tradfri_e14_kitchen_light_2_ikea_firmware;IKEA of Sweden TRADFRI bulb E14 WS globe 470lm;update;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;button.ewelink_ck_bl702_al_01_7009_z102lg03_1_identify_4;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);button;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;light.ewelink_ck_bl702_al_01_7009_z102lg03_1_light_4;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);light;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;number.ewelink_ck_bl702_al_01_7009_z102lg03_1_on_off_transition_time_2;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;number.ewelink_ck_bl702_al_01_7009_z102lg03_1_on_level_2;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;number.ewelink_ck_bl702_al_01_7009_z102lg03_1_start_up_current_level_2;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;number.ewelink_ck_bl702_al_01_7009_z102lg03_1_start_up_color_temperature_2;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;select.ewelink_ck_bl702_al_01_7009_z102lg03_1_start_up_behavior_2;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);select;
b4:0e:cf:d0:36:da:00:00;0xFF8B;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 1 (top) eWeLink;update.white_lamp_1_top_ikea_firmware;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);update;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;button.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_identify_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;button;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;light.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_light_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;light;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_off_transition_time_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_level_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_current_level_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_color_temperature_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;select.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_behavior_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;select;
a4:6d:d4:ff:fe:50:9f:25;0x4455;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 3 TRADFRI;update.tradfri_bulb_e14_ws_candle_470lm_ikea_firmware_5;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;update;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;button.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_identify;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;button;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;light.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_light;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;light;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_off_transition_time;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_level;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_current_level;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_color_temperature;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;select.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_behavior;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;select;
90:39:5e:ff:fe:e6:c0:cb;0xC490;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 4 TRADFRI;update.tradfri_bulb_e14_ws_candle_470lm_ikea_firmware;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;update;
a4:c1:38:b6:26:01:9b:1e;0xAF7F;TS0503B;Fireplace RGB TZ3210;button.fireplace_rgb_tz3210_identify;_TZ3210_wp1k8xws TS0503B;button;
a4:c1:38:b6:26:01:9b:1e;0xAF7F;TS0503B;Fireplace RGB TZ3210;light.fireplace_rgb_tz3210_light;_TZ3210_wp1k8xws TS0503B;light;
a4:c1:38:b6:26:01:9b:1e;0xAF7F;TS0503B;Fireplace RGB TZ3210;update.fireplace_rgb_tz3210_firmware;_TZ3210_wp1k8xws TS0503B;update;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;button.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_identify_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;button;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;light.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_light_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;light;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_off_transition_time_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_on_level_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_current_level_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;number.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_color_temperature_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;number;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;select.ikea_of_sweden_tradfri_bulb_e14_ws_candle_470lm_start_up_behavior_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;select;
28:76:81:ff:fe:9c:b1:60;0x2FF2;TRADFRI bulb E14 WS candle 470lm;Living room ceiling light 5 TRADFRI;update.tradfri_bulb_e14_ws_candle_470lm_ikea_firmware_3;IKEA of Sweden TRADFRI bulb E14 WS candle 470lm;update;
a4:c1:38:c2:54:28:15:a6;0x1604;TS0505B;Bedroom ceiling light TZ3210;button.bedroom_ceiling_light_tz3210_identify;_TZ3210_katchgxy TS0505B;button;
a4:c1:38:c2:54:28:15:a6;0x1604;TS0505B;Bedroom ceiling light TZ3210;light.bedroom_ceiling_light_tz3210_light;_TZ3210_katchgxy TS0505B;light;
a4:c1:38:c2:54:28:15:a6;0x1604;TS0505B;Bedroom ceiling light TZ3210;update.bedroom_ceiling_light_tz3210_firmware;_TZ3210_katchgxy TS0505B;update;
6c:fd:22:ff:fe:17:0f:6a;0x7FF8;TRETAKT Smart plug;Workshop smart plug light TRETAKT;button.tretakt_smart_plug_workshop_light_identify;IKEA of Sweden TRETAKT Smart plug;button;
6c:fd:22:ff:fe:17:0f:6a;0x7FF8;TRETAKT Smart plug;Workshop smart plug light TRETAKT;select.tretakt_smart_plug_workshop_light_start_up_behavior;IKEA of Sweden TRETAKT Smart plug;select;
6c:fd:22:ff:fe:17:0f:6a;0x7FF8;TRETAKT Smart plug;Workshop smart plug light TRETAKT;switch.tretakt_smart_plug_workshop_light_switch;IKEA of Sweden TRETAKT Smart plug;switch;
6c:fd:22:ff:fe:17:0f:6a;0x7FF8;TRETAKT Smart plug;Workshop smart plug light TRETAKT;switch.workshop_smart_plug_light_tretakt_child_lock;IKEA of Sweden TRETAKT Smart plug;switch;
6c:fd:22:ff:fe:17:0f:6a;0x7FF8;TRETAKT Smart plug;Workshop smart plug light TRETAKT;switch.workshop_smart_plug_light_tretakt_disable_led;IKEA of Sweden TRETAKT Smart plug;switch;
6c:fd:22:ff:fe:17:0f:6a;0x7FF8;TRETAKT Smart plug;Workshop smart plug light TRETAKT;update.tretakt_smart_plug_workshop_light_firmware;IKEA of Sweden TRETAKT Smart plug;update;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;button.ewelink_ck_bl702_al_01_7009_z102lg03_1_identify;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);button;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;light.ewelink_ck_bl702_al_01_7009_z102lg03_1_light;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);light;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;number.kitchen_light_rgb1_on_off_transition_time;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;number.kitchen_light_rgb1_on_level;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;number.kitchen_light_rgb1_start_up_current_level;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;number.kitchen_light_rgb1_start_up_color_temperature;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);number;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;select.kitchen_light_rgb1_start_up_behavior;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);select;
b4:0e:cf:d0:4f:ed:00:00;0x0949;CK-BL702-AL-01(7009_Z102LG03-1);Living room white lamp 2 (bottom) eWeLink;update.white_lamp_2_bottom_ikea_firmware;eWeLink CK-BL702-AL-01(7009_Z102LG03-1);update;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;button.toilet_light_tz3000_npzfdcof_ts0001_identify;_TZ3000_npzfdcof TS0001;button;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;light.toilet_light_tz3000_npzfdcof_ts0001_light;_TZ3000_npzfdcof TS0001;light;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;select.toilet_light_tz3000_npzfdcof_ts0001_power_on_state;_TZ3000_npzfdcof TS0001;select;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;select.toilet_light_tz3000_npzfdcof_ts0001_backlight_mode;_TZ3000_npzfdcof TS0001;select;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;sensor.toilet_light_tz3000_npzfdcof_ts0001_rms_current;_TZ3000_npzfdcof TS0001;sensor;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;sensor.toilet_light_tz3000_npzfdcof_ts0001_rms_voltage;_TZ3000_npzfdcof TS0001;sensor;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;sensor.toilet_light_tz3000_npzfdcof_ts0001_active_power;_TZ3000_npzfdcof TS0001;sensor;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;sensor.toilet_light_tz3000_npzfdcof_ts0001_summation_delivered;_TZ3000_npzfdcof TS0001;sensor;
a4:c1:38:59:a6:cf:91:c3;0x462D;TS0001;Toilet light TZ3000;update.toilet_light_firmware;_TZ3000_npzfdcof TS0001;update;
2c:11:65:ff:fe:68:b0:8b;0x66E4;TS0501A;Fireplace room hanging lamp TZ3000;button.fireplace_hanging_lamp_identify;_TZ3000_nosnx7im TS0501A;button;
2c:11:65:ff:fe:68:b0:8b;0x66E4;TS0501A;Fireplace room hanging lamp TZ3000;light.fireplace_hanging_lamp_light;_TZ3000_nosnx7im TS0501A;light;
2c:11:65:ff:fe:68:b0:8b;0x66E4;TS0501A;Fireplace room hanging lamp TZ3000;update.fireplace_hanging_lamp_firmware;_TZ3000_nosnx7im TS0501A;update;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;binary_sensor.ikea_of_sweden_vallhorn_wireless_motion_sensor_opening_3;IKEA of Sweden VALLHORN Wireless Motion Sensor;binary_sensor;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;binary_sensor.ikea_of_sweden_vallhorn_wireless_motion_sensor_occupancy_3;IKEA of Sweden VALLHORN Wireless Motion Sensor;binary_sensor;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;button.ikea_of_sweden_vallhorn_wireless_motion_sensor_identify_3;IKEA of Sweden VALLHORN Wireless Motion Sensor;button;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;number.shower_vallhorn_wireless_motion_sensor_on_time;IKEA of Sweden VALLHORN Wireless Motion Sensor;number;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;sensor.ikea_of_sweden_vallhorn_wireless_motion_sensor_battery_3;IKEA of Sweden VALLHORN Wireless Motion Sensor;sensor;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;sensor.ikea_of_sweden_vallhorn_wireless_motion_sensor_illuminance_3;IKEA of Sweden VALLHORN Wireless Motion Sensor;sensor;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;switch.shower_vallhorn_wireless_motion_sensor_on_only_when_dark;IKEA of Sweden VALLHORN Wireless Motion Sensor;switch;
8c:65:a3:ff:fe:3e:0f:fe;0x3913;VALLHORN Wireless Motion Sensor;Shower  motion sensor VALLHORN;update.ikea_of_sweden_vallhorn_wireless_motion_sensor_firmware_2;IKEA of Sweden VALLHORN Wireless Motion Sensor;update;
28:76:81:ff:fe:43:d9:17;0x3AFB;Remote Control N2;Bedroom light remote control N2;button.ikea_bedroom_remote_control_n2_identify_3;IKEA of Sweden Remote Control N2;button;
28:76:81:ff:fe:43:d9:17;0x3AFB;Remote Control N2;Bedroom light remote control N2;sensor.ikea_bedroom_remote_control_n2_battery_3;IKEA of Sweden Remote Control N2;sensor;
28:76:81:ff:fe:43:d9:17;0x3AFB;Remote Control N2;Bedroom light remote control N2;update.remote_control_n2_bedroom_ikea_firmware;IKEA of Sweden Remote Control N2;update;
8c:65:a3:ff:fe:ed:d7:c4;0x6D92;STOFTMOLN ceiling/wall lamp WW37;Fireplace room ceiling lamp STOFTMOLN;button.fireplace_stoftmoln_ceiling_lamp_ww37_identify;IKEA of Sweden STOFTMOLN ceiling/wall lamp WW37;button;
8c:65:a3:ff:fe:ed:d7:c4;0x6D92;STOFTMOLN ceiling/wall lamp WW37;Fireplace room ceiling lamp STOFTMOLN;light.fireplace_stoftmoln_ceiling_lamp_ww37_light;IKEA of Sweden STOFTMOLN ceiling/wall lamp WW37;light;
8c:65:a3:ff:fe:ed:d7:c4;0x6D92;STOFTMOLN ceiling/wall lamp WW37;Fireplace room ceiling lamp STOFTMOLN;number.fireplace_stoftmoln_ceiling_lamp_ww37_on_off_transition_time;IKEA of Sweden STOFTMOLN ceiling/wall lamp WW37;number;
8c:65:a3:ff:fe:ed:d7:c4;0x6D92;STOFTMOLN ceiling/wall lamp WW37;Fireplace room ceiling lamp STOFTMOLN;number.fireplace_stoftmoln_ceiling_lamp_ww37_on_level;IKEA of Sweden STOFTMOLN ceiling/wall lamp WW37;number;
8c:65:a3:ff:fe:ed:d7:c4;0x6D92;STOFTMOLN ceiling/wall lamp WW37;Fireplace room ceiling lamp STOFTMOLN;number.fireplace_stoftmoln_ceiling_lamp_ww37_start_up_current_level;IKEA of Sweden STOFTMOLN ceiling/wall lamp WW37;number;
8c:65:a3:ff:fe:ed:d7:c4;0x6D92;STOFTMOLN ceiling/wall lamp WW37;Fireplace room ceiling lamp STOFTMOLN;select.fireplace_stoftmoln_ceiling_lamp_ww37_start_up_behavior;IKEA of Sweden STOFTMOLN ceiling/wall lamp WW37;select;
8c:65:a3:ff:fe:ed:d7:c4;0x6D92;STOFTMOLN ceiling/wall lamp WW37;Fireplace room ceiling lamp STOFTMOLN;update.fireplace_stoftmoln_ceiling_lamp_ww37_firmware;IKEA of Sweden STOFTMOLN ceiling/wall lamp WW37;update;
5c:c7:c1:ff:fe:c2:aa:4f;0xFFB8;RODRET Dimmer;Stairs fireplace hall RODRET;button.ikea_rodret_stairs_fireplace_hall_identify;IKEA of Sweden RODRET Dimmer;button;
5c:c7:c1:ff:fe:c2:aa:4f;0xFFB8;RODRET Dimmer;Stairs fireplace hall RODRET;sensor.ikea_rodret_stairs_fireplace_hall_battery;IKEA of Sweden RODRET Dimmer;sensor;
5c:c7:c1:ff:fe:c2:aa:4f;0xFFB8;RODRET Dimmer;Stairs fireplace hall RODRET;update.rodret_stairs_fireplace_hall_ikea_firmware;IKEA of Sweden RODRET Dimmer;update;
88:1a:14:ff:fe:40:a9:45;0xEE65;Remote Control N2;Fireplace room light remote control N2;button.fireplace_room_remote_control_n2_identify_3;IKEA of Sweden Remote Control N2;button;
88:1a:14:ff:fe:40:a9:45;0xEE65;Remote Control N2;Fireplace room light remote control N2;sensor.fireplace_room_remote_control_n2_battery_3;IKEA of Sweden Remote Control N2;sensor;
88:1a:14:ff:fe:40:a9:45;0xEE65;Remote Control N2;Fireplace room light remote control N2;update.fireplace_room_remote_control_n2_firmware;IKEA of Sweden Remote Control N2;update;
98:0c:33:ff:fe:fa:af:9f;0xB2B4;Remote Control N2;Living room light remote control N2;button.living_room_remote_control_n2_identify;IKEA of Sweden Remote Control N2;button;
98:0c:33:ff:fe:fa:af:9f;0xB2B4;Remote Control N2;Living room light remote control N2;sensor.living_room_remote_control_n2_battery;IKEA of Sweden Remote Control N2;sensor;
98:0c:33:ff:fe:fa:af:9f;0xB2B4;Remote Control N2;Living room light remote control N2;update.living_room_remote_control_n2_firmware;IKEA of Sweden Remote Control N2;update;
a4:c1:38:be:1a:f6:d9:30;0x26A9;TS0601;Basement door sensor TZE200;binary_sensor.basement_door_sensor_tze200_pay2byax_ts0601_opening;_TZE200_pay2byax TS0601;binary_sensor;
a4:c1:38:be:1a:f6:d9:30;0x26A9;TS0601;Basement door sensor TZE200;sensor.basement_door_sensor_tze200_pay2byax_ts0601_battery;_TZE200_pay2byax TS0601;sensor;
